# id	situacao_grupo_id	tipo_versao	versao_origem_id	validada	idioma	tipo	contexto	enunciado	fonte	subtipo	estado_inicial	transformacao	sinal_transformacao	estado_final	quantidade_1	quantidade_2	resultado	referido	referendo	valor_relativo	sinal_valor_relativo	termo_desconhecido	representacao_visual	observacoes	personagem_1	personagem_2	personagem_3	fragmento_texto_1	fragmento_texto_2	fragmento_texto_3	fragmento_texto_4	fragmento_texto_5	fragmento_texto_6	operacao_relacao	estado_intermediario	operacao_estado_transformacao	estado_inicial_parte1	estado_inicial_parte1_personagem	estado_inicial_parte2	estado_inicial_parte2_personagem
PO_COMPOSICAO_MEDIDAS_figurinhas_226496415	SP_LEGADO_0038	original		false	pt-BR	COMPOSICAO_MEDIDAS	Figurinhas	Paulo tem cinco figurinhas. Luis tem sete. Quantas figurinhas Paulo e Luis têm ao todo?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_ovos_1660505712	SP_LEGADO_0039	original		false	pt-BR	COMPOSICAO_MEDIDAS	Ovos	Numa caixa existem 12 ovos sendo que 3 vieram quebrados. Quantos ovos inteiros tem na caixa?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_chaves_1132344424	SP_LEGADO_0040	original		false	pt-BR	COMPOSICAO_MEDIDAS	Chaves	O pai de Adriana tem um chaveiro com 3 chaves de prata e 2 chaves de ouro. Qual o total de chaves que o pai de Adriana tem no chaveiro?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_bolas_973887513	SP_LEGADO_0041	original		false	pt-BR	COMPOSICAO_MEDIDAS	Bolas	Alex tem uma caixa com 80 bolinhas de gude. Sendo que 30 bolinhas são verdes e as outras azuis. Quantas são as bolinhas azuis?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_album_660919521	SP_LEGADO_0042	original		false	pt-BR	COMPOSICAO_MEDIDAS	Álbum	Yuri tinha dois álbuns com 20 figurinhas ao todo. Se em um álbum tinha 8 figurinhas, quantas terá o outro?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_bonecas_1713336345	SP_LEGADO_0043	original		false	pt-BR	COMPOSICAO_MEDIDAS	Bonecas	Joana tem 10 bonecas, sua irmã tem 5. Quantas bonecas têm as duas irmãs?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_cadeiras_1517400475	SP_LEGADO_0044	original		false	pt-BR	COMPOSICAO_MEDIDAS	Cadeiras	Numa sala de aula tem 30 cadeiras, 5 estão quebradas. Quantas podem ser usadas pelos alunos?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_cordao_1169143305	SP_LEGADO_0045	original		false	pt-BR	COMPOSICAO_MEDIDAS	Cordão	Num cordão há 7 continhas azuis e 3 continhas brancas. Quantas continhas têm ao todo no cordão?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_roupas_1048926934	SP_LEGADO_0046	original		false	pt-BR	COMPOSICAO_MEDIDAS	Roupas	Natália guarda 3 saias em uma gaveta e 7 em outra gaveta. Quantas saias Natália possui?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_borrachas_327293879	SP_LEGADO_0047	original		false	pt-BR	COMPOSICAO_MEDIDAS	Borrachas	Marina tem quatro borrachas azuis, três amarelas, duas verdes e cinco vermelhas. Quantas borrachas Marina tem?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_frutas_106233865	SP_LEGADO_0048	original		false	pt-BR	COMPOSICAO_MEDIDAS	Frutas	Numa cesta há sete laranjas e oito bananas. Quantas frutas tinha na cesta?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPOSICAO_MEDIDAS_roupas_837703985	SP_LEGADO_0049	original		false	pt-BR	COMPOSICAO_MEDIDAS	Roupas	Comprei dois vestidos e ganhei duas blusas. Quantas peças de roupa tenho?	pdf														DIAGRAMA_COMPOSICAO_COLECOES													
PO_COMPARACAO_MEDIDAS_bolas_487868670	SP_LEGADO_0050	original		true	pt-BR	COMPARACAO_MEDIDAS	Bolas	Paulo tem 6 bolas. José tem 8 bolas a mais que Paulo. Quantas bolas tem José?	pdf									6	14	8	positivo	referendo	COMPARACAO_MEDIDAS	testando a curadoria	Paulo	José										
PO_COMPARACAO_MEDIDAS_carrinhos_1292854684	SP_LEGADO_0051	original		true	pt-BR	COMPARACAO_MEDIDAS	Carrinhos	Marcus e Jardel colecionam carrinhos em miniatura. Marcus tem 23 carrinhos e Jardel tem 11 carrinhos. Quantos carrinhos a menos Jardel tem?	pdf									23	11	-12	negativo	valor_relativo	COMPARACAO_MEDIDAS		Marcus	Jardel	Carrinhos									
PO_COMPARACAO_MEDIDAS_dinheiro_667564143	SP_LEGADO_0052	original		true	pt-BR	COMPARACAO_MEDIDAS	Dinheiro	Ingrid tem 12 reais a mais que Ligianne. Se Ligianne possui 27 reais, quantos reais Ingrid tem?	pdf									27	39	12	positivo	referendo	COMPARACAO_MEDIDAS		Ligianne	Ingrid	Reais									
PO_COMPARACAO_MEDIDAS_cds_1222854862	SP_LEGADO_0053	original		true	pt-BR	COMPARACAO_MEDIDAS	CDs	Jammes tem 17 CDs. Ela tem 12 CDs a menos que Gisele. Quantos CDs Gisele tem?	pdf									29	17	12	negativo	referido	COMPARACAO_MEDIDAS		Gisele	Jammes	Cds									
PO_COMPARACAO_MEDIDAS_dinheiro_2123535490	SP_LEGADO_0054	original		true	pt-BR	COMPARACAO_MEDIDAS	Dinheiro	Claudia tem 15 reais. Ela tem 7 reais a mais que Joana. Quantos reais Joana tem?	pdf									8	15	7	positivo	referido	COMPARACAO_MEDIDAS		Joana	Cláudia	Reais									
PO_COMPARACAO_MEDIDAS_dinheiro_1527166754	SP_LEGADO_0055	original		true	pt-BR	COMPARACAO_MEDIDAS	Dinheiro	Claudenice tem 14 reais a menos que Nádia. Nádia tem 27 reais. Quantos reais Claudenice tem?	pdf									27	13	14	negativo	referendo	COMPARACAO_MEDIDAS		Nadia	Claudenice	Reais									
PO_COMPOSICAO_TRANSFORMACOES_bolas_509261012	SP_LEGADO_0056	original		true	pt-BR	COMPOSICAO_TRANSFORMACOES	Bolas	João jogou duas partidas de bila. Na segunda ele ganhou 12 bolas. Ao final das duas partidas ele tinha ganhado 22. Quantas bilas ele ganhou na primeira partida?	pdf						+10	+12	+22					transformacao_1	COMPOSICAO_TRANSFORMACOES		bila	bila	bila							soma		soma				
PO_COMPOSICAO_TRANSFORMACOES_bolas_255637227	SP_LEGADO_0057	original		false	pt-BR	COMPOSICAO_TRANSFORMACOES	Bolas	João jogou duas partidas de bila. Na segunda ele ganhou 12 bolas. Ao final das duas partidas ele tinha perdido 5. Quantas bilas ele perdeu na primeira partida?	pdf														COMPOSICAO_TRANSFORMACOES													
PO_COMPOSICAO_TRANSFORMACOES_figurinhas_2105853102	SP_LEGADO_0058	original		true	pt-BR	COMPOSICAO_TRANSFORMACOES	Figurinhas	Manuel ganhou de Antônio 12 figurinhas do Pokémon de João. Mais tarde Manuel ganhou mais 5 figurinhas de Aninha. Manuel ganhou quantas figurinhas ao todo?	pdf						+12	+5	17					transformacao_resultante	COMPOSICAO_TRANSFORMACOES		figurinhas	figurinhas	figurinhas									
PO_COMPOSICAO_TRANSFORMACOES_figurinhas_2122435050	SP_LEGADO_0059	original		false	pt-BR	COMPOSICAO_TRANSFORMACOES	Figurinhas	Manuel ganhou de Antônio 12 figurinhas do Pokémon de João. Mais tarde Manuel perdeu 5 figurinhas para Aninha. Manuel ganhou quantas figurinhas ao todo?	pdf														COMPOSICAO_TRANSFORMACOES													
PO_COMPOSICAO_TRANSFORMACOES_figurinhas_1706006252	SP_LEGADO_0060	original		false	pt-BR	COMPOSICAO_TRANSFORMACOES	Figurinhas	Numa primeira partida Maria perdeu 7 figurinhas. Ao final da segunda partida ela tinha ganho ao todo 4 figurinhas. Quantas figurinhas ela ganhou na segunda partida?	pdf														COMPOSICAO_TRANSFORMACOES													
PO_COMPOSICAO_TRANSFORMACOES_pontuacao_1210867056	SP_LEGADO_0061	original		false	pt-BR	COMPOSICAO_TRANSFORMACOES	Pontuação	Em um jogo, Paulo ganhou 8 pontos na primeira rodada e perdeu 3 pontos na segunda. Qual foi a transformação total em sua pontuação?	pdf														COMPOSICAO_TRANSFORMACOES													
PO_TRANSFORMACAO_COMPOSTA_DOIS_PASSOS_chocolates_1269597383	SP_LEGADO_0062	original		true	pt-BR	COMPOSICAO_TRANSFORMACOES	Chocolates	Geisa tinha uma caixa com 25 chocolates. Comeu 2 ontem e 5 hoje. Quantos chocolates ainda tem?	pdf		25			16	-2	-5	3					estado_final	TRANSFORMACAO_COMPOSTA_DOIS_PASSOS		chocolates	chocolates	chocolates							subtracao	22	
PO_TRANSFORMACAO_RELACAO_bonecas_620955739	SP_LEGADO_0063	original		true	pt-BR	TRANSFORMACAO_RELACAO	Bonecas	Julia tem 3 bonecas a mais que Maria. A mãe de Maria comprou mais 5 bonecas para ela. Quantas bonecas Maria ficou a mais que Julia?	pdf		+3	5	positivo	+2								relacao_final	TRANSFORMACAO_RELACAO		Bonecas	Maria	Julia	Julia tem 3 bonecas a mais que Maria.	A mãe de Maria comprou mais 5 bonecas para ela	Quantas bonecas Maria ficou a mais que Julia?				subtracao		
PO_TRANSFORMACAO_RELACAO_figurinhas_1283157032	SP_LEGADO_0064	original		true	pt-BR	TRANSFORMACAO_RELACAO	Figurinhas	Ana tem 5 figurinhas a mais que Bia. Depois Ana ganhou mais 4 figurinhas. Quantas figurinhas a mais Ana passou a ter que Bia?	pdf		+5	4	positivo	+9								relacao_final	TRANSFORMACAO_RELACAO		figurinhas	figurinhas	figurinhas	Ana tem 5 figurinhas a mais que Bia.	Depois Ana ganhou mais 4 figurinhas	Quantas figurinhas a mais Ana passou a ter que Bia?						
PO_COMPOSICAO_RELACOES_dinheiro_161113042	SP_LEGADO_0065	original		true	pt-BR	COMPOSICAO_RELACOES	Dinheiro	Carlos tem 7 reais a mais que João. João tem 2 reais a menos que Pedro. Qual é a relação entre a quantia de Carlos e a de Pedro?	pdf						+7	-2	5					relacao_resultante	COMPOSICAO_RELACOES		Reais	Reais	Reais									
PO_COMPOSICAO_RELACOES_idades_642701604	SP_LEGADO_0066	original		true	pt-BR	COMPOSICAO_RELACOES	Idades	Maria é 4 anos mais velha que João. João é 2 anos mais velho que Carla. Qual é a diferença de idade entre Maria e Carla?	pdf						+4	+2	6					relacao_resultante	COMPOSICAO_RELACOES		anos	anos		Maria é 4 anos mais velha que João	João é 2 anos mais velho que Carla	Qual é a diferença de idade entre Maria e Carla?				soma		
IN_COMPOSICAO_MEDIDAS_figurinhas_791345454	SP_LEGADO_EXTRA_0001	original		false	en	COMPOSICAO_MEDIDAS	Figurinhas	Lucas has 12 Pokémon cards and 25 Digimon cards. How many cards does he have in all?	gerard														DIAGRAMA_COMPOSICAO_COLECOES													
IN_TRANSFORMACAO_MEDIDAS_bolas_de_gude_883471038	SP_LEGADO_EXTRA_0002	original		false	en	TRANSFORMACAO_MEDIDAS	Bolas de gude	Ricardo went out to play marbles. When he left home, he had 2 marbles. When he returned, he had 6 marbles. What happened in the game?	gerard														TRANSFORMACAO_MEDIDAS													
IN_COMPARACAO_MEDIDAS_dinheiro_51287019	SP_LEGADO_EXTRA_0003	original		false	en	COMPARACAO_MEDIDAS	Dinheiro	Glaudenice has 14 reais less than Nádia. Nádia has 27 reais. How many reais does Glaudenice have?	gerard												negativo		COMPARACAO_MEDIDAS		Glaudenice											
IN_COMPOSICAO_TRANSFORMACOES_pontuacao_1548528732	SP_LEGADO_EXTRA_0004	original		false	en	COMPOSICAO_TRANSFORMACOES	Pontuação	In a game, Paul won 8 points in the first round and lost 3 points in the second round. What was the total change in his score?	gerard														COMPOSICAO_TRANSFORMACOES													
IN_TRANSFORMACAO_RELACAO_figurinhas_1696889456	SP_LEGADO_EXTRA_0005	original		false	en	TRANSFORMACAO_RELACAO	Figurinhas	Ana has 5 more stickers than Bia. Then Ana won 4 more stickers. How many more stickers does Ana have than Bia now?	gerard														TRANSFORMACAO_RELACAO													
IN_COMPOSICAO_RELACOES_dinheiro_666814368	SP_LEGADO_EXTRA_0006	original		false	en	COMPOSICAO_RELACOES	Dinheiro	Carlos has 7 reais more than João. João has 2 reais less than Pedro. What is the relation between Carlos's amount and Pedro's amount?	gerard														COMPOSICAO_RELACOES													
FR_COMPOSICAO_MEDIDAS_figurinhas_228005710	SP_LEGADO_EXTRA_0001	traducao	IN_COMPOSICAO_MEDIDAS_figurinhas_791345454	false	fr	COMPOSICAO_MEDIDAS	Figurinhas	Lucas a 12 images de Pokémon et 25 images de Digimon. Combien d'images a-t-il en tout ?	gerard														DIAGRAMA_COMPOSICAO_COLECOES													
FR_TRANSFORMACAO_MEDIDAS_billes_1389623561	SP_LEGADO_EXTRA_0002	traducao	IN_TRANSFORMACAO_MEDIDAS_bolas_de_gude_883471038	false	fr	TRANSFORMACAO_MEDIDAS	Billes	Ricardo est sorti jouer aux billes. En quittant la maison, il avait 2 billes. En revenant, il avait 6 billes. Que s'est-il passé dans le jeu ?	gerard														TRANSFORMACAO_MEDIDAS													
FR_COMPARACAO_MEDIDAS_argent_228473536	SP_LEGADO_EXTRA_0003	traducao	IN_COMPARACAO_MEDIDAS_dinheiro_51287019	false	fr	COMPARACAO_MEDIDAS	Argent	Glaudenice a 14 reais de moins que Nádia. Nádia a 27 reais. Combien de reais Glaudenice a-t-elle ?	gerard												negativo		COMPARACAO_MEDIDAS		Glaudenice											
FR_COMPOSICAO_TRANSFORMACOES_score_1772813122	SP_LEGADO_EXTRA_0004	traducao	IN_COMPOSICAO_TRANSFORMACOES_pontuacao_1548528732	false	fr	COMPOSICAO_TRANSFORMACOES	Score	Dans un jeu, Paul a gagné 8 points au premier tour et a perdu 3 points au deuxième tour. Quelle a été la transformation totale de son score ?	gerard														COMPOSICAO_TRANSFORMACOES													
